page_id,text,label,Pattern Category,cleaned_text
108,Write a review,0,Not Dark Pattern,Write a review
108,International Shipping Policy,0,Not Dark Pattern,International Shipping Policy
495,HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,1,Urgency,HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5
680, Butterscotch Cakes ,0,Not Dark Pattern,Butterscotch Cakes
680, Personalised Gifts ,0,Not Dark Pattern,Personalised Gifts
1531,This size has only 1 left in stock,1,Scarcity,This size has only 1 left in stock
1429,Email Address*,0,Not Dark Pattern,Email Address*
1292,18 In Stock,1,Scarcity,18 In Stock
680," Gift TypeFlowers, Cakes, Plants, etc. ",0,Not Dark Pattern,"Gift TypeFlowers, Cakes, Plants, etc."
108,Clear filter,0,Not Dark Pattern,Clear filter
125,80 Customers are considering this product right now.,1,Social Proof,80 Customers are considering this product right now.
680, Personalised Chocolates ,0,Not Dark Pattern,Personalised Chocolates
680, Heart Shaped Cake ,0,Not Dark Pattern,Heart Shaped Cake
250,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",1,Social Proof,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago"
64,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",1,Social Proof,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box"
680,Clocks ,0,Not Dark Pattern,Clocks
108, Title of Review ,0,Not Dark Pattern,Title of Review
1429,Only a few more left!,1,Scarcity,Only a few more left!
1265,Only 498 left,1,Scarcity,Only 498 left
417,No thanks. I'd rather pay full price.,1,Misdirection,No thanks. I'd rather pay full price.
246, Add to Cart ,0,Not Dark Pattern,Add to Cart
173,"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,Social Proof,"estiven in Deer Park, United States purchased PreWash™ 4 oz"
1373,Men's Accessories ,0,Not Dark Pattern,Men's Accessories
466,"[NO THANKS, I'LL JUST WALK]",1,Misdirection,"[NO THANKS, I'LL JUST WALK]"
340,"NO, I DON'T FEEL LUCKY",1,Misdirection,"NO, I DON'T FEEL LUCKY"
291,One customer bought this article in the last 53 min.,1,Social Proof,One customer bought this article in the last 53 min.
1013, Outdoor Recreation ,0,Not Dark Pattern,Outdoor Recreation
108,We are currently accepting and processing orders from following:,0,Not Dark Pattern,We are currently accepting and processing orders from following:
1013,What could have caused this?,0,Not Dark Pattern,What could have caused this?
1151,6 items left! Order soon.,1,Scarcity,6 items left! Order soon.
1013, Read the FAQ ,0,Not Dark Pattern,Read the FAQ
364,"No thanks, I don't want 15% off",1,Misdirection,"No thanks, I don't want 15% off"
680,"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",0,Not Dark Pattern,"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner."
680, All Birthday Gifts ,0,Not Dark Pattern,All Birthday Gifts
1013, Chair Accessories ,0,Not Dark Pattern,Chair Accessories
108,Thank you for posting a question!,0,Not Dark Pattern,Thank you for posting a question!
680, Plastic ,0,Not Dark Pattern,Plastic
1373, C.P. Company ,0,Not Dark Pattern,C.P. Company
533,Activate within 0:30:00,1,Urgency,Activate within 0:30:00
234,Fast Mover: 35 PEOPLE added this to cart today!,1,Social Proof,Fast Mover: 35 PEOPLE added this to cart today!
680,Download mobile app,0,Not Dark Pattern,Download mobile app
397,"I DON'T LIKE FREE GIFTS, NO THANKS",1,Misdirection,"I DON'T LIKE FREE GIFTS, NO THANKS"
1499,Short Sleeve T-Shirts ,0,Not Dark Pattern,Short Sleeve T-Shirts
1373, All Brands A-Z ,0,Not Dark Pattern,All Brands A-Z
5,5338 people viewed this in the last hour,1,Social Proof,5338 people viewed this in the last hour
680,"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",0,Not Dark Pattern,"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More..."
263,"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",1,Social Proof,Someone in Cashmere bought a RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago
1373,LAST 1 LEFT,1,Scarcity,LAST 1 LEFT
1013, Entertainment Centers & TV Stands ,0,Not Dark Pattern,Entertainment Centers & TV Stands
1429,STAY IN THE LOOP!,0,Not Dark Pattern,STAY IN THE LOOP!
680, Low Maintenance Plants ,0,Not Dark Pattern,Low Maintenance Plants
1429,Shop by Activity,0,Not Dark Pattern,Shop by Activity
1373,All Brands A-Z ,0,Not Dark Pattern,All Brands A-Z
680,"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",0,Not Dark Pattern,"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More..."
1601,Low Stock Only 2 left,1,Scarcity,Low Stock Only 2 left
1429,Shop Men's Styles,0,Not Dark Pattern,Shop Men's Styles
5,Give a Gift,0,Not Dark Pattern,Give a Gift
1668,ALMOST GONE - only 2 remaining!,1,Scarcity,ALMOST GONE - only 2 remaining!
261,POPULAR 64 others checked this out in the last few hours.,1,Social Proof,POPULAR 64 others checked this out in the last few hours.
955,Items in your cart are selling fast,1,Scarcity,Items in your cart are selling fast
1499,Low in stock: only 2 left.,1,Scarcity,Low in stock: only 2 left.
246,HOW TO MANAGE SIDE EFFECTS,0,Not Dark Pattern,HOW TO MANAGE SIDE EFFECTS
672,VIP OFFERS END 00:54:59,1,Urgency,VIP OFFERS END 00:54:59
1497,ONLY 1 ITEM LEFT,1,Scarcity,ONLY 1 ITEM LEFT
680, For Wife ,0,Not Dark Pattern,For Wife
108, Subscribe ,0,Not Dark Pattern,Subscribe
1013,Limited Time Sale - Buy Now!,1,Urgency,Limited Time Sale - Buy Now!
1600,Last 1 left,1,Scarcity,Last 1 left
888,"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",1,Obstruction,"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership."
13,31 people seeing this product right now,1,Social Proof,31 people seeing this product right now
281,3 other people are currently viewing this item.,1,Social Proof,3 other people are currently viewing this item.
22,Favored By: 400 people!,1,Social Proof,Favored By: 400 people!
680, All Personalised Gifts ,0,Not Dark Pattern,All Personalised Gifts
842,Massive Tax Time Sale See Discounts! Sale ends in,1,Urgency,Massive Tax Time Sale See Discounts! Sale ends in
262,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",1,Social Proof,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions"
1496,"Hurry, limited quantities left!",1,Scarcity,"Hurry, limited quantities left!"
989,"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",1,Urgency,"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE"
186,Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,1,Social Proof,Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago
1105,Only 1 left in stock!,1,Scarcity,Only 1 left in stock!
1429,High Arches,0,Not Dark Pattern,High Arches
799,DAYS HRS MINS SECS,1,Urgency,DAYS HRS MINS SECS
982,"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",1,Urgency,"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo"
1033,Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,1,Urgency,Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >
1255,Only 3 Left in Stock!,1,Scarcity,Only 3 Left in Stock!
1429,Shop Safely And Securely,0,Not Dark Pattern,Shop Safely And Securely
108,GCC Compliance,0,Not Dark Pattern,GCC Compliance
471,"No thanks, I don't like to save",1,Misdirection,"No thanks, I don't like to save"
1710,ADD WORLD'S MOST COMFORTABLE CHAIRS,1,Misdirection,ADD WORLD'S MOST COMFORTABLE CHAIRS
108, Menthol Flavors ,0,Not Dark Pattern,Menthol Flavors
348,"No thanks, I'll pay full price!",1,Misdirection,"No thanks, I'll pay full price!"
246,Mom & Baby,0,Not Dark Pattern,Mom & Baby
5,Free Shipping,0,Not Dark Pattern,Free Shipping
680, Wife ,0,Not Dark Pattern,Wife
1373, Naked Wolfe ,0,Not Dark Pattern,Naked Wolfe
1560,1 Left,1,Scarcity,1 Left
246,1 people are viewing this currently,1,Social Proof,1 people are viewing this currently
680, Air Purifying Plants ,0,Not Dark Pattern,Air Purifying Plants
5,You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,0,Not Dark Pattern,You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!
680, Soft Toys ,0,Not Dark Pattern,Soft Toys
246,Browse by A-Z,0,Not Dark Pattern,Browse by A-Z
1194,1 LEFT IN THIS SIZE,1,Scarcity,1 LEFT IN THIS SIZE
1735,Want to add one of these?,1,Misdirection,Want to add one of these?
29,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",1,Social Proof,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago"
680,Select Occasion close,0,Not Dark Pattern,Select Occasion close
238,Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,1,Social Proof,Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago
41,"Someone in Madrid, Spain just bought",1,Social Proof,"Someone in Madrid, Spain just bought"
1429, Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,0,Not Dark Pattern,Track your order by entering your order number and email below or if you would like to create an account or log in (click here)
108,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,Social Proof,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago"
1373,"Get inspiration, new arrivals and the latest offers to your inbox.",0,Not Dark Pattern,"Get inspiration, new arrivals and the latest offers to your inbox."
316,I don't like discounts,1,Misdirection,I don't like discounts
166,31 have it in their cart,1,Social Proof,31 have it in their cart
680,Wish Your Loved Ones Instantly with Ferns N Petals International Services,0,Not Dark Pattern,Wish Your Loved Ones Instantly with Ferns N Petals International Services
1429,Orthopedic,0,Not Dark Pattern,Orthopedic
640,Deal expires in: 03 hrs 25 mins 22 sec,1,Urgency,Deal expires in: 03 hrs 25 mins 22 sec
108,Ask a Question,0,Not Dark Pattern,Ask a Question
999,Act now and save $12.99. Limited time only!,1,Urgency,Act now and save $12.99. Limited time only!
680,Don't Know Pincode?,0,Not Dark Pattern,Don't Know Pincode?
1739,OUR BEST SELLING GOGGLE,1,Misdirection,OUR BEST SELLING GOGGLE
1656,1 in Stock,1,Scarcity,1 in Stock
361,Kimberly R.,0,Not Dark Pattern,Kimberly R.
1102,96 ITEM(S) LEFT IN STOCK!,1,Scarcity,96 ITEM(S) LEFT IN STOCK!
521,Your order is reserved for 09:54 minutes!,1,Urgency,Your order is reserved for 09:54 minutes!
745,DEAL ENDS IN 40:55:13,1,Urgency,DEAL ENDS IN 40:55:13
527,Glow Gear,0,Not Dark Pattern,Glow Gear
1723, Use a clean vase and clean water.,0,Not Dark Pattern,Use a clean vase and clean water.
1016,Limited Time: $10 Off! Discount Reflected In Price!,1,Urgency,Limited Time: $10 Off! Discount Reflected In Price!
502,Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,1,Urgency,Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS
648, Every bicycle tells a story ,0,Not Dark Pattern,Every bicycle tells a story
56,111 people have purchased this item,1,Social Proof,111 people have purchased this item
1723,Flowers Trivia:,0,Not Dark Pattern,Flowers Trivia:
527, Glow Gear ,0,Not Dark Pattern,Glow Gear
1451,sales@ecklers.net,0,Not Dark Pattern,sales@ecklers.net
520,0 Days 2 Hours 57 Minutes 53 Seconds,1,Urgency,0 Days 2 Hours 57 Minutes 53 Seconds
361,"No thanks, I don’t like fun and games.",1,Misdirection,"No thanks, I don’t like fun and games."
628,Cellular/Honeycomb Shades,0,Not Dark Pattern,Cellular/Honeycomb Shades
682, World of Sweats ,0,Not Dark Pattern,World of Sweats
1415,Only 4 items left in stock.,1,Scarcity,Only 4 items left in stock.
817,"Ends in 1 Days, 4 Minutes, 44 Seconds",1,Urgency,"Ends in 1 Days, 4 Minutes, 44 Seconds"
1451,In Stock - Limited Quantity,1,Scarcity,In Stock - Limited Quantity
527,Canvas Wall Art,0,Not Dark Pattern,Canvas Wall Art
1759,"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",0,Not Dark Pattern,"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification."
361, Best-Selling Products ,0,Not Dark Pattern,Best-Selling Products
353, New Arrivals,0,Not Dark Pattern,New Arrivals
527,View All Tops,0,Not Dark Pattern,View All Tops
1423,"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",0,Not Dark Pattern,"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account."
527,High-Waisted Shorts,0,Not Dark Pattern,High-Waisted Shorts
671,BE QUICK 00:57:33 DON'T MISS OUT,1,Urgency,BE QUICK 00:57:33 DON'T MISS OUT
1451,Remove selected car filter,0,Not Dark Pattern,Remove selected car filter
1403,"We're sorry, this store is closed.",0,Not Dark Pattern,"We're sorry, this store is closed."
1451,*,0,Not Dark Pattern,*
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,Enjoy FREE shipping with WSJwine Advantage
1723,Amazing service and quality! Lee up the excellent work.,0,Not Dark Pattern,Amazing service and quality! Lee up the excellent work.
1128,ONLY 7 LEFT!,1,Scarcity,ONLY 7 LEFT!
134,8 people are looking at this artwork,1,Social Proof,8 people are looking at this artwork
1723,Add on something to make it extra special!,1,Misdirection,Add on something to make it extra special!
1451, My Project Lists ,0,Not Dark Pattern,My Project Lists
353, Color Yellow Smoke Blue Pink Orange,0,Not Dark Pattern,Color Yellow Smoke Blue Pink Orange
1759,All You™,0,Not Dark Pattern,All You™
1423,Only 2 items left in stock.,1,Scarcity,Only 2 items left in stock.
40,"Leah Rich in Louisville, United States purchased a",1,Social Proof,"Leah Rich in Louisville, United States purchased a"
527,Romper Swimwear,0,Not Dark Pattern,Romper Swimwear
628,Installation InstructionsPolicies & Terms of UseFinancingSite Map,0,Not Dark Pattern,Installation InstructionsPolicies & Terms of UseFinancingSite Map
1759,Aids mental processing†,0,Not Dark Pattern,Aids mental processing†
1451,Transmission and Driveline,0,Not Dark Pattern,Transmission and Driveline
57,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",1,Social Proof,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes"
245,"Carl F. from Fort Ann, NY bought a King",1,Social Proof,"Carl F. from Fort Ann, NY bought a King"
353, Write a reviewAsk a question,0,Not Dark Pattern,Write a reviewAsk a question
527,Crop Tops,0,Not Dark Pattern,Crop Tops
527, Salt Bender Tank and Shorts Combo ,0,Not Dark Pattern,Salt Bender Tank and Shorts Combo
361,Great for shine,0,Not Dark Pattern,Great for shine
1437,2 items left,1,Scarcity,2 items left
51,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",1,Social Proof,"Someone in San diego, United States just bought Gemfield Watch 15 days ago"
24,"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",1,Social Proof,"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago"
1759,Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. ,0,Not Dark Pattern,Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu.
194,11 people viewed this today!,1,Social Proof,11 people viewed this today!
1723,Occasion: Anniversary,0,Not Dark Pattern,Occasion: Anniversary
353,Flat Top,0,Not Dark Pattern,Flat Top
906,"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",1,Obstruction,"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799."
527,We curate the very best in creative and innovative fashion for the EDM Lifestyle. ,0,Not Dark Pattern,We curate the very best in creative and innovative fashion for the EDM Lifestyle.
63,2 people are looking right now,1,Social Proof,2 people are looking right now
1089,Only 8 left in stock,1,Scarcity,Only 8 left in stock
1451, Email Address ,0,Not Dark Pattern,Email Address
526,Your cart is reserved for 14:57 minutes!,1,Urgency,Your cart is reserved for 14:57 minutes!
1723,HomeFlowersColourful Mixed Roses Bouquet,0,Not Dark Pattern,HomeFlowersColourful Mixed Roses Bouquet
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.
1723,Everything was perfect. The delivery was very smooth and the products were in great condition as well.,0,Not Dark Pattern,Everything was perfect. The delivery was very smooth and the products were in great condition as well.
54,"3,081 people have viewed this item",1,Social Proof,"3,081 people have viewed this item"
1214,Only 2 Left,1,Scarcity,Only 2 Left
1791,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",1,Misdirection,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box."
527,Drawstring Backpacks,0,Not Dark Pattern,Drawstring Backpacks
1482,Less than 7 left!,1,Scarcity,Less than 7 left!
1662,BOTTLES LEFT 3,1,Scarcity,BOTTLES LEFT 3
527,Graphic Tanks,0,Not Dark Pattern,Graphic Tanks
361,How Do I Rinse Off My Overnight Hair Oil Treatment?,0,Not Dark Pattern,How Do I Rinse Off My Overnight Hair Oil Treatment?
648," Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",0,Not Dark Pattern,"Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter."
1451," This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit ",0,Not Dark Pattern,"This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit"
1451," Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",0,Not Dark Pattern,"Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator."
184,6 people have looked at this in the last few hrs.,1,Social Proof,6 people have looked at this in the last few hrs.
1759,[new-troh-pick],0,Not Dark Pattern,[new-troh-pick]
527, Hairy Chest T-Shirt And Shorts Combo ,0,Not Dark Pattern,Hairy Chest T-Shirt And Shorts Combo
933,"An item you ordered is in high demand. No worries, we have reserved your order.",1,Scarcity,"An item you ordered is in high demand. No worries, we have reserved your order."
1208,ONLY 52 items left in stock!,1,Scarcity,ONLY 52 items left in stock!
1793,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",1,Misdirection,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text, unless you tell us you DO NOT want to hear about them, by ticking here. If you would like to receive offers from carefully selected 3rd parties, please tick here"
1451,Engine Cooling System,0,Not Dark Pattern,Engine Cooling System
1403,Low Stock! Only 3 left.,1,Scarcity,Low Stock! Only 3 left.
353,I always order from them! Such good quality for the price you pay! Will always be back!,0,Not Dark Pattern,I always order from them! Such good quality for the price you pay! Will always be back!
1602,7 left in stock,1,Scarcity,7 left in stock
1065,"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",1,Urgency,"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)"
1086,We have 1 left in stock,1,Scarcity,We have 1 left in stock
1534,HURRY ONLY 1 ITEM LEFT!,1,Scarcity,HURRY ONLY 1 ITEM LEFT!
1759, Upcoming Events ,0,Not Dark Pattern,Upcoming Events
1759, Optimized Patch System ,0,Not Dark Pattern,Optimized Patch System
1759,"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",0,Not Dark Pattern,"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†"
1291,"1 left, order now!",1,Scarcity,"1 left, order now!"
1606,Availability: 5 items left,1,Scarcity,Availability: 5 items left
1638,3 Left!,1,Scarcity,3 Left!
1220,Only 1 left.,1,Scarcity,Only 1 left.
353,Polycarbonate,0,Not Dark Pattern,Polycarbonate
1053,Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,1,Urgency,Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.
527,View All Apartment,0,Not Dark Pattern,View All Apartment
1759, Clinical Studies ,0,Not Dark Pattern,Clinical Studies
527, Electric Daisy ,0,Not Dark Pattern,Electric Daisy
28,9 sold in last 4 hours,1,Social Proof,9 sold in last 4 hours
1106,Less than 10 left in stock,1,Scarcity,Less than 10 left in stock
42,33 sold in last 12 hours.,1,Social Proof,33 sold in last 12 hours.
1451, Low Price Guarantee ,0,Not Dark Pattern,Low Price Guarantee
1759, Search Search ,0,Not Dark Pattern,Search Search
34,11 people have purchased this item,1,Social Proof,11 people have purchased this item
1759, Drive and Focus ,0,Not Dark Pattern,Drive and Focus
1098,"Order now, only 2 left in stock!",1,Scarcity,"Order now, only 2 left in stock!"
1759, JOINT Oil ,0,Not Dark Pattern,JOINT Oil
1048,40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,1,Urgency,40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY
1790,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,1,Misdirection,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties
1049,40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80 ,1,Urgency,40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80
393,"No Thanks, I don't want official software at the best price.",1,Misdirection,"No Thanks, I don't want official software at the best price."
1438,Limited Availability,1,Scarcity,Limited Availability
25,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1,Social Proof,"Another babe in Alexandria, United States just ordered Flat Tummy Tea"
126,24 sold in last 24 hours.,1,Social Proof,24 sold in last 24 hours.
1590, shop all ,0,Not Dark Pattern,shop all
432,I don't feel lucky,1,Misdirection,I don't feel lucky
157,HOT PRODUCT Over 250 people are looking at this item.,1,Social Proof,HOT PRODUCT Over 250 people are looking at this item.
1488,NRA Annual Meetings & Exhibits,0,Not Dark Pattern,NRA Annual Meetings & Exhibits
1550, Bioactive Custodians ,0,Not Dark Pattern,Bioactive Custodians
771,LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,1,Urgency,LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS
729,LightInTheBox 掲載記事,0,Not Dark Pattern,LightInTheBox 掲載記事
267,71 people have purchased this item,1,Social Proof,71 people have purchased this item
803,"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",0,Not Dark Pattern,"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy"
199,Hurry up! 6 people other than you have this product in their cart,1,Social Proof,Hurry up! 6 people other than you have this product in their cart
189, Frame out of stock in this colour,0,Not Dark Pattern,Frame out of stock in this colour
1605,HURRY! ONLY 1 IN STOCK!,1,Scarcity,HURRY! ONLY 1 IN STOCK!
308,6 others have already bought this deal today!,1,Social Proof,6 others have already bought this deal today!
1691,"803 Claimed! Hurry, only a few left!",1,Scarcity,"803 Claimed! Hurry, only a few left!"
646,1day21:04:58,1,Urgency,1day21:04:58
1550,Terrarium Light Canopies,0,Not Dark Pattern,Terrarium Light Canopies
1488,Explore The NRA Universe Of Websites,0,Not Dark Pattern,Explore The NRA Universe Of Websites
355,"No, thank you. I prefer to pay the full price",1,Misdirection,"No, thank you. I prefer to pay the full price"
1550,Natural Backgrounds,0,Not Dark Pattern,Natural Backgrounds
538,FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,1,Urgency,FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs
695,HAUTELOOK 04:53,1,Urgency,HAUTELOOK 04:53
1479,Only 3 pieces in stock!,1,Scarcity,Only 3 pieces in stock!
152,Someone from Airdrie & 10820 others bought this item recently.,1,Social Proof,Someone from Airdrie & 10820 others bought this item recently.
1550,Panther Anole,0,Not Dark Pattern,Panther Anole
94,4 people have purchased this item,1,Social Proof,4 people have purchased this item
1663,We only have few stocks left for this product. Please don't miss the chance.,1,Scarcity,We only have few stocks left for this product. Please don't miss the chance.
1789,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1,Misdirection,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked."
189," Sorry, we could not process your request at the moment. Please try again in a few minutes. ",0,Not Dark Pattern,"Sorry, we could not process your request at the moment. Please try again in a few minutes."
